player,nationality,position,team,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches
Christoph Daferner,de GER,FW,Freiburg,20,1998,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Mahmoud Dahoud,de GER,MF,Dortmund,22,1996,14,7,697,7.7,1,0,1,1,0,0,2,0,1.2,1.2,1.0,2.2,20,53,15,0.13,0.00,0.13,0.13,0.13,0.16,0.12,0.28,0.16,0.28,Matches
Leon Dajaku,de GER,"DF,MF",Stuttgart,17,2001,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Kevin Danso,at AUT,DF,Augsburg,19,1998,18,13,"1,247",13.9,1,1,2,1,0,0,3,0,0.5,0.5,0.2,0.7,6,36,2,0.07,0.07,0.14,0.07,0.14,0.04,0.01,0.05,0.04,0.05,Matches
Palkó Dárdai,hu HUN,"FW,MF",Hertha BSC,19,1999,7,1,113,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,3,12,0.00,0.00,0.00,0.00,0.00,0.04,0.09,0.13,0.04,0.13,Matches
Vladimír Darida,cz CZE,MF,Hertha BSC,27,1990,10,3,376,4.2,0,1,1,0,0,0,1,0,1.0,1.0,0.8,1.7,7,34,12,0.00,0.24,0.24,0.00,0.24,0.23,0.18,0.42,0.23,0.42,Matches
Alphonso Davies,ca CAN,"MF,FW",Bayern Munich,17,2000,6,0,80,0.9,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.1,1,1,7,1.13,0.00,1.13,1.13,1.13,0.15,0.00,0.15,0.15,0.15,Matches
Thomas Delaney,dk DEN,MF,Dortmund,26,1991,30,27,"2,283",25.4,3,5,8,3,0,0,7,0,2.4,2.4,3.2,5.6,21,126,32,0.12,0.20,0.32,0.12,0.32,0.09,0.13,0.22,0.09,0.22,Matches
Kerem Demirbay,de GER,MF,Hoffenheim,25,1993,26,24,"2,017",22.4,4,9,13,4,0,0,6,0,4.5,4.5,7.4,11.8,82,181,66,0.18,0.40,0.58,0.18,0.58,0.20,0.33,0.53,0.20,0.53,Matches
Diego Demme,de GER,MF,RB Leipzig,26,1991,26,24,"2,055",22.8,0,2,2,0,0,0,4,0,0.4,0.4,2.7,3.1,52,182,38,0.00,0.09,0.09,0.00,0.09,0.02,0.12,0.14,0.02,0.14,Matches
Franco Di Santo,ar ARG,"MF,FW",Schalke 04,29,1989,4,3,245,2.7,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.7,7,2,19,0.00,0.00,0.00,0.00,0.00,0.08,0.17,0.25,0.08,0.25,Matches
Abdou Diallo,sn SEN,DF,Dortmund,22,1996,28,27,"2,379",26.4,1,1,2,1,0,0,1,1,1.6,1.6,0.6,2.2,46,125,62,0.04,0.04,0.08,0.04,0.08,0.06,0.02,0.08,0.06,0.08,Matches
Daniel Didavi,de GER,"MF,FW",Stuttgart,28,1990,20,8,956,10.6,2,2,4,2,0,0,0,0,1.9,1.9,2.7,4.6,29,45,70,0.19,0.19,0.38,0.19,0.38,0.18,0.26,0.43,0.18,0.43,Matches
Tim Dierßen,de GER,MF,Hannover 96,22,1996,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Javairô Dilrosun,nl NED,"FW,MF",Hertha BSC,20,1998,17,7,898,10.0,2,3,5,2,0,0,2,0,0.5,0.5,1.9,2.4,36,22,64,0.20,0.30,0.50,0.20,0.50,0.05,0.20,0.24,0.05,0.24,Matches
Giulio Donati,it ITA,DF,Mainz 05,28,1990,9,6,625,6.9,0,0,0,0,0,0,2,0,0.1,0.1,0.6,0.7,13,32,33,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.10,0.01,0.10,Matches
Ji Dong-won,kr KOR,"MF,FW",Augsburg,27,1991,14,10,891,9.9,4,1,5,4,0,0,2,0,1.6,1.6,1.0,2.6,29,42,53,0.40,0.10,0.51,0.40,0.51,0.16,0.10,0.26,0.16,0.26,Matches
Anastasios Donis,gr GRE,"FW,MF",Stuttgart,21,1996,24,11,962,10.7,5,2,7,5,0,0,4,0,2.9,2.9,1.0,3.9,33,8,79,0.47,0.19,0.65,0.47,0.65,0.27,0.10,0.37,0.27,0.37,Matches
Aleksandar Dragović,at AUT,DF,Leverkusen,27,1991,18,13,"1,335",14.8,2,0,2,2,0,0,4,0,0.8,0.8,0.1,0.9,10,70,2,0.13,0.00,0.13,0.13,0.13,0.05,0.01,0.06,0.05,0.06,Matches
Josip Drmić,ch SUI,FW,M'Gladbach,25,1992,5,2,222,2.5,2,0,2,2,0,0,0,0,1.4,1.4,0.0,1.4,7,1,18,0.81,0.00,0.81,0.81,0.81,0.56,0.01,0.57,0.56,0.57,Matches
Jaroslav Drobný,cz CZE,GK,Düsseldorf,38,1979,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Marvin Ducksch,de GER,FW,Düsseldorf,24,1994,16,8,823,9.1,1,1,2,1,0,0,1,0,1.6,1.6,1.8,3.4,8,33,61,0.11,0.11,0.22,0.11,0.22,0.18,0.20,0.38,0.18,0.38,Matches
Ondrej Duda,sk SVK,MF,Hertha BSC,23,1994,32,30,"2,563",28.5,11,5,16,11,0,0,7,0,7.0,7.0,5.8,12.8,36,141,116,0.39,0.18,0.56,0.39,0.56,0.25,0.20,0.45,0.25,0.45,Matches
Johannes Eggestein,de GER,"FW,MF",Werder Bremen,20,1998,23,12,"1,113",12.4,4,1,5,4,0,0,0,0,4.6,4.6,1.8,6.4,42,35,121,0.32,0.08,0.40,0.32,0.40,0.38,0.14,0.52,0.38,0.52,Matches
Maximilian Eggestein,de GER,MF,Werder Bremen,21,1996,34,34,"3,052",33.9,5,4,9,5,0,0,4,0,2.1,2.1,4.6,6.7,77,199,127,0.15,0.12,0.27,0.15,0.27,0.06,0.14,0.20,0.06,0.20,Matches
Josip Elez,hr CRO,DF,Hannover 96,24,1994,10,7,646,7.2,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,14,29,0,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.01,0.03,Matches
Nico Elvedi,ch SUI,DF,M'Gladbach,21,1996,30,30,"2,623",29.1,2,1,3,2,0,0,1,0,1.4,1.4,0.7,2.1,53,118,11,0.07,0.03,0.10,0.07,0.10,0.05,0.02,0.07,0.05,0.07,Matches
Breel Embolo,ch SUI,FW,Schalke 04,21,1997,20,15,"1,345",14.9,5,1,6,5,0,0,4,0,4.2,4.2,2.9,7.1,31,23,111,0.33,0.07,0.40,0.33,0.40,0.28,0.19,0.47,0.28,0.47,Matches
Patrick Erras,de GER,MF,Nürnberg,23,1995,19,13,"1,222",13.6,0,1,1,0,0,0,1,0,0.8,0.7,0.8,1.5,3,37,3,0.00,0.07,0.07,0.00,0.07,0.06,0.06,0.12,0.05,0.11,Matches
Michael Esser,de GER,GK,Hannover 96,30,1987,32,32,"2,880",32.0,0,0,0,0,0,0,3,0,0.0,0.0,0.5,0.5,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
Alexander Esswein,de GER,"MF,FW",Stuttgart,28,1990,17,15,"1,251",13.9,0,0,0,0,0,0,3,0,1.7,1.7,1.3,3.0,34,24,138,0.00,0.00,0.00,0.00,0.00,0.12,0.10,0.22,0.12,0.22,Matches
Ewerton,br BRA,DF,Nürnberg,29,1989,18,15,"1,341",14.9,0,0,0,0,0,0,2,0,0.6,0.6,0.1,0.7,2,20,0,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.04,0.04,0.04,Matches
Marco Fabián,mx MEX,FW,Eint Frankfurt,29,1989,1,1,62,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,0,2,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,Matches
Ralf Fährmann,de GER,GK,Schalke 04,29,1988,17,16,"1,470",16.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Simon Falette,gn GUI,DF,Eint Frankfurt,26,1992,7,7,600,6.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,16,3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
Felipe,br BRA,DF,Hannover 96,31,1987,17,14,"1,095",12.2,2,0,2,2,0,0,5,1,1.1,1.1,0.0,1.1,7,24,2,0.16,0.00,0.16,0.16,0.16,0.09,0.00,0.09,0.09,0.09,Matches
Ohis Felix Uduokhai,de GER,DF,Wolfsburg,20,1997,11,2,244,2.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,5,15,4,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
Gelson Fernandes,ch SUI,MF,Eint Frankfurt,31,1986,28,28,"2,225",24.7,1,0,1,1,0,0,10,1,0.8,0.8,0.3,1.1,3,72,5,0.04,0.00,0.04,0.04,0.04,0.03,0.01,0.04,0.03,0.04,Matches
Oliver Fink,de GER,MF,Düsseldorf,36,1982,18,13,"1,055",11.7,3,0,3,3,0,0,4,0,0.7,0.7,0.6,1.3,15,51,33,0.26,0.00,0.26,0.26,0.26,0.06,0.05,0.11,0.06,0.11,Matches
Alfreð Finnbogason,is ISL,FW,Augsburg,29,1989,18,17,"1,335",14.8,10,1,11,6,4,4,2,0,10.6,7.5,2.4,9.8,21,27,110,0.67,0.07,0.74,0.40,0.47,0.71,0.16,0.88,0.50,0.66,Matches
Mark Flekken,nl NED,GK,Freiburg,25,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Emil Forsberg,se SWE,"MF,FW",RB Leipzig,26,1991,20,14,"1,249",13.9,4,7,11,1,3,3,0,0,4.8,2.5,4.5,7.0,40,84,95,0.29,0.50,0.79,0.07,0.58,0.35,0.33,0.67,0.18,0.50,Matches
Iver Fossum,no NOR,MF,Hannover 96,22,1996,9,5,455,5.1,0,0,0,0,0,0,0,0,0.2,0.2,1.1,1.3,4,12,14,0.00,0.00,0.00,0.00,0.00,0.04,0.22,0.26,0.04,0.26,Matches
Raphael Framberger,de GER,"DF,MF",Augsburg,22,1995,7,6,548,6.1,0,0,0,0,0,0,2,0,0.0,0.0,1.5,1.5,23,22,24,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.24,0.00,0.24,Matches
Mike Frantz,de GER,"MF,FW",Freiburg,31,1986,31,29,"2,216",24.6,2,1,3,2,0,0,2,0,1.7,1.7,1.5,3.1,36,33,68,0.08,0.04,0.12,0.08,0.12,0.07,0.06,0.13,0.07,0.13,Matches
Marco Friedl,at AUT,DF,Werder Bremen,20,1998,7,5,474,5.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,3,24,7,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
Alexander Fuchs,de GER,"MF,FW",Nürnberg,21,1997,9,8,655,7.3,1,0,1,1,0,0,3,0,0.6,0.6,0.7,1.3,11,30,23,0.14,0.00,0.14,0.14,0.14,0.08,0.10,0.17,0.08,0.17,Matches
Niclas Füllkrug,de GER,FW,Hannover 96,25,1993,14,13,"1,112",12.4,2,1,3,1,1,1,1,0,3.8,3.1,0.9,3.9,24,46,102,0.16,0.08,0.24,0.08,0.16,0.31,0.07,0.38,0.25,0.32,Matches
Mijat Gaćinović,rs SRB,MF,Eint Frankfurt,23,1995,29,16,"1,626",18.1,0,1,1,0,0,0,3,0,1.5,1.5,1.8,3.4,44,75,85,0.00,0.06,0.06,0.00,0.06,0.09,0.10,0.19,0.09,0.19,Matches
Jean-Philippe Gbamin,ci CIV,MF,Mainz 05,22,1995,31,30,"2,672",29.7,2,1,3,2,0,0,3,0,1.4,1.4,1.9,3.3,67,135,67,0.07,0.03,0.10,0.07,0.10,0.05,0.06,0.11,0.05,0.11,Matches
Theodor Gebre Selassie,cz CZE,DF,Werder Bremen,31,1986,32,32,"2,814",31.3,3,2,5,3,0,0,2,0,3.9,3.9,2.0,5.9,42,131,151,0.10,0.06,0.16,0.10,0.16,0.13,0.06,0.19,0.13,0.19,Matches
Dennis Geiger,de GER,MF,Hoffenheim,20,1998,4,2,246,2.7,0,1,1,0,0,0,1,0,0.1,0.1,0.9,1.0,6,18,4,0.00,0.37,0.37,0.00,0.37,0.05,0.31,0.36,0.05,0.36,Matches
Christian Gentner,de GER,"MF,FW",Stuttgart,32,1985,29,24,"2,018",22.4,0,5,5,0,0,0,3,0,2.5,2.5,2.1,4.6,33,134,65,0.00,0.22,0.22,0.00,0.22,0.11,0.09,0.20,0.11,0.20,Matches
Yannick Gerhardt,de GER,MF,Wolfsburg,24,1994,30,28,"2,455",27.3,2,2,4,2,0,0,2,0,3.5,3.5,3.1,6.6,74,95,155,0.07,0.07,0.15,0.07,0.15,0.13,0.11,0.24,0.13,0.24,Matches
Fabian Giefer,de GER,GK,Augsburg,28,1990,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
Niko Gießelmann,de GER,DF,Düsseldorf,26,1991,30,29,"2,593",28.8,0,3,3,0,0,0,2,0,1.3,1.3,3.2,4.5,54,116,100,0.00,0.10,0.10,0.00,0.10,0.04,0.11,0.16,0.04,0.16,Matches
Daniel Ginczek,de GER,FW,Wolfsburg,27,1991,24,12,"1,276",14.2,6,2,8,6,0,0,4,0,3.8,3.8,1.6,5.4,34,25,103,0.42,0.14,0.56,0.42,0.56,0.27,0.11,0.38,0.27,0.38,Matches
Matthias Ginter,de GER,DF,M'Gladbach,24,1994,27,27,"2,379",26.4,2,0,2,2,0,0,2,0,1.8,1.8,1.0,2.8,61,151,19,0.08,0.00,0.08,0.08,0.08,0.07,0.04,0.11,0.07,0.11,Matches
Serge Gnabry,de GER,"FW,MF",Bayern Munich,23,1995,30,21,"1,762",19.6,10,5,15,10,0,0,0,0,9.4,9.4,6.9,16.3,101,69,236,0.51,0.26,0.77,0.51,0.77,0.48,0.35,0.83,0.48,0.83,Matches
Kevin Goden,de GER,"DF,MF",Nürnberg,19,1999,5,3,273,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,4,7,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
Mario Gómez,de GER,FW,Stuttgart,33,1985,31,25,"2,211",24.6,7,2,9,7,0,0,4,1,9.3,9.3,2.7,12.0,18,37,111,0.28,0.08,0.37,0.28,0.37,0.38,0.11,0.49,0.38,0.49,Matches
Jérôme Gondorf,de GER,"MF,FW",Freiburg,30,1988,25,13,"1,296",14.4,2,2,4,2,0,0,3,0,1.5,1.5,3.1,4.7,22,54,62,0.14,0.14,0.28,0.14,0.28,0.10,0.22,0.32,0.10,0.32,Matches
Nicolás González,ar ARG,"FW,MF",Stuttgart,20,1998,30,23,"2,162",24.0,2,3,5,2,0,0,2,1,6.3,6.3,3.9,10.2,62,51,154,0.08,0.12,0.21,0.08,0.21,0.26,0.16,0.42,0.26,0.42,Matches
Leon Goretzka,de GER,MF,Bayern Munich,23,1995,30,23,"2,023",22.5,8,4,12,8,0,0,3,0,6.3,6.3,2.5,8.8,58,112,79,0.36,0.18,0.53,0.36,0.53,0.28,0.11,0.39,0.28,0.39,Matches
Felix Götze,de GER,MF,Augsburg,20,1998,6,0,126,1.4,1,0,1,1,0,0,0,0,1.1,1.1,0.0,1.1,0,4,2,0.71,0.00,0.71,0.71,0.71,0.75,0.00,0.75,0.75,0.75,Matches
Mario Götze,de GER,"FW,MF",Dortmund,26,1992,26,19,"1,674",18.6,7,7,14,7,0,0,0,0,4.7,4.7,6.2,10.9,54,80,182,0.38,0.38,0.75,0.38,0.75,0.25,0.33,0.59,0.25,0.59,Matches
Jeffrey Gouweleeuw,nl NED,DF,Augsburg,27,1991,25,24,"2,092",23.2,0,2,2,0,0,0,4,0,0.7,0.7,2.0,2.7,25,127,2,0.00,0.09,0.09,0.00,0.09,0.03,0.09,0.12,0.03,0.12,Matches
Michael Gregoritsch,at AUT,"MF,FW",Augsburg,24,1994,32,28,"2,487",27.6,6,2,8,5,1,1,4,0,10.1,9.3,2.5,11.8,36,102,145,0.22,0.07,0.29,0.18,0.25,0.36,0.09,0.45,0.34,0.43,Matches
Vincenzo Grifo,it ITA,"MF,FW",Hoffenheim,25,1993,7,3,335,3.7,1,2,3,0,1,1,0,0,1.5,0.7,0.6,1.3,15,22,36,0.27,0.54,0.81,0.00,0.54,0.40,0.16,0.56,0.19,0.35,Matches
Vincenzo Grifo,it ITA,"MF,FW",Freiburg,25,1993,16,16,"1,427",15.9,6,3,9,5,1,1,1,0,3.6,2.9,3.2,6.1,63,68,110,0.38,0.19,0.57,0.32,0.50,0.23,0.20,0.43,0.18,0.38,Matches
Florian Grillitsch,at AUT,MF,Hoffenheim,22,1995,30,27,"2,394",26.6,0,3,3,0,0,0,8,0,1.3,1.3,2.9,4.2,54,177,14,0.00,0.11,0.11,0.00,0.11,0.05,0.11,0.16,0.05,0.16,Matches
Marko Grujić,rs SRB,MF,Hertha BSC,22,1996,22,20,"1,780",19.8,5,1,6,5,0,0,5,0,4.4,4.4,1.7,6.1,45,112,43,0.25,0.05,0.30,0.25,0.30,0.22,0.09,0.31,0.22,0.31,Matches
Raphaël Guerreiro,pt POR,"FW,DF",Dortmund,24,1993,23,17,"1,527",17.0,2,6,8,2,0,0,2,0,2.8,2.8,3.6,6.4,51,100,126,0.12,0.35,0.47,0.12,0.47,0.16,0.21,0.38,0.16,0.38,Matches
Josuha Guilavogui,fr FRA,MF,Wolfsburg,27,1990,19,18,"1,570",17.4,2,1,3,2,0,0,5,0,1.0,1.0,0.3,1.4,10,69,14,0.11,0.06,0.17,0.11,0.17,0.06,0.02,0.08,0.06,0.08,Matches
Péter Gulácsi,hu HUN,GK,RB Leipzig,28,1990,33,33,"2,925",32.5,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
Manuel Gulde,de GER,DF,Freiburg,27,1991,21,20,"1,712",19.0,1,0,1,1,0,0,3,0,0.9,0.9,0.1,1.0,19,58,2,0.05,0.00,0.05,0.05,0.05,0.05,0.01,0.05,0.05,0.05,Matches
Christian Günter,de GER,"DF,MF",Freiburg,25,1993,32,32,"2,879",32.0,0,5,5,0,0,0,4,1,1.2,1.2,3.6,4.8,97,89,201,0.00,0.16,0.16,0.00,0.16,0.04,0.11,0.15,0.04,0.15,Matches
Ahmet Gürleyen,de GER,DF,Mainz 05,19,1999,1,0,13,0.1,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,1,0,1,0.00,0.00,0.00,0.00,0.00,4.24,0.00,4.24,4.24,4.24,Matches
Jonathan de Guzmán,nl NED,MF,Eint Frankfurt,30,1987,28,17,"1,564",17.4,3,6,9,3,0,0,4,0,3.2,3.2,4.2,7.4,29,91,53,0.17,0.35,0.52,0.17,0.52,0.18,0.24,0.43,0.18,0.43,Matches
Janik Haberer,de GER,"MF,FW",Freiburg,24,1994,27,26,"2,340",26.0,1,3,4,1,0,0,5,1,1.3,1.3,3.3,4.6,30,105,80,0.04,0.12,0.15,0.04,0.15,0.05,0.13,0.18,0.05,0.18,Matches
Alexander Hack,de GER,DF,Mainz 05,24,1993,14,11,"1,020",11.3,1,1,2,1,0,0,1,0,0.9,0.9,0.5,1.4,12,46,2,0.09,0.09,0.18,0.09,0.18,0.08,0.05,0.12,0.08,0.12,Matches
Benjamin Hadžić,ba BIH,"FW,MF",Hannover 96,19,1999,3,0,25,0.3,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,3.60,3.60,0.00,3.60,0.00,0.16,0.16,0.00,0.16,Matches
André Hahn,de GER,"FW,MF",Augsburg,27,1990,28,21,"2,052",22.8,4,4,8,4,0,0,7,0,2.9,2.9,4.1,7.0,41,29,127,0.18,0.18,0.35,0.18,0.35,0.13,0.18,0.31,0.13,0.31,Matches
Amadou Haidara,ml MLI,MF,RB Leipzig,20,1998,9,4,378,4.2,1,0,1,1,0,0,1,0,0.6,0.6,0.6,1.1,10,32,13,0.24,0.00,0.24,0.24,0.24,0.14,0.13,0.27,0.14,0.27,Matches
Achraf Hakimi,ma MAR,DF,Dortmund,19,1998,21,19,"1,740",19.3,2,4,6,2,0,0,4,0,1.7,1.7,2.9,4.6,72,107,106,0.10,0.21,0.31,0.10,0.31,0.09,0.15,0.24,0.09,0.24,Matches
Sébastien Haller,ci CIV,FW,Eint Frankfurt,24,1994,29,23,"2,182",24.2,15,9,24,12,3,3,3,0,13.1,10.7,6.1,16.8,30,57,169,0.62,0.37,0.99,0.49,0.87,0.54,0.25,0.79,0.44,0.69,Matches
Marcel Halstenberg,de GER,"DF,FW",RB Leipzig,26,1991,28,27,"2,414",26.8,3,6,9,1,2,2,2,0,3.6,2.0,7.5,9.5,56,124,133,0.11,0.22,0.34,0.04,0.26,0.13,0.28,0.41,0.07,0.35,Matches
Genki Haraguchi,jp JPN,"MF,DF",Hannover 96,27,1991,28,22,"2,133",23.7,0,3,3,0,0,0,1,0,2.6,2.6,2.8,5.4,60,82,78,0.00,0.13,0.13,0.00,0.13,0.11,0.12,0.23,0.11,0.23,Matches
Amine Harit,ma MAR,"MF,FW",Schalke 04,21,1997,18,12,"1,082",12.0,1,1,2,1,0,0,1,0,1.0,1.0,1.2,2.2,64,59,89,0.08,0.08,0.17,0.08,0.17,0.09,0.10,0.18,0.09,0.18,Matches
Martin Harnik,at AUT,"FW,MF",Werder Bremen,31,1987,18,10,828,9.2,4,2,6,4,0,0,2,0,5.8,5.8,1.7,7.5,14,17,97,0.43,0.22,0.65,0.43,0.65,0.63,0.18,0.81,0.63,0.81,Matches
Makoto Hasebe,jp JPN,"DF,MF",Eint Frankfurt,34,1984,28,28,"2,520",28.0,0,0,0,0,0,0,4,0,0.1,0.1,1.0,1.0,30,141,2,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.00,0.04,Matches
Kai Havertz,de GER,"MF,FW",Leverkusen,19,1999,34,33,"2,894",32.2,17,3,20,14,3,3,2,0,12.1,9.7,3.0,12.7,107,207,263,0.53,0.09,0.62,0.44,0.53,0.38,0.09,0.47,0.30,0.39,Matches
Thorgan Hazard,be BEL,"FW,MF",M'Gladbach,25,1993,33,33,"2,873",31.9,10,11,21,7,3,5,1,0,9.8,5.9,8.9,14.8,167,130,321,0.31,0.34,0.66,0.22,0.56,0.31,0.28,0.59,0.18,0.46,Matches
Dominique Heintz,de GER,DF,Freiburg,24,1993,34,34,"3,053",33.9,1,1,2,1,0,0,5,0,0.8,0.8,1.0,1.7,47,137,5,0.03,0.03,0.06,0.03,0.06,0.02,0.03,0.05,0.02,0.05,Matches
