player,nationality,position,team,age,birth_year,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,matches
Brenden Aaronson,us USA,MF,Union Berlin,23-066,2000,3.6,8,2.20,7,1,0,0,0,0,1,0.28,1,0,0,0,0,0,Matches
Paxten Aaronson,us USA,MF,Eint Frankfurt,20-123,2003,1.1,2,1.78,1,0,0,1,0,0,1,0.89,1,0,0,0,0,0,Matches
Junior Adamu,at AUT,"FW,MF",Freiburg,22-204,2001,1.1,2,1.89,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Sargis Adamyan,am ARM,"FW,MF",Köln,30-218,1993,1.6,7,4.41,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Karim Adeyemi,de GER,"FW,MF",Dortmund,21-343,2002,4.1,7,1.70,4,0,1,0,2,0,1,0.24,1,0,0,0,0,0,Matches
Amine Adli,ma MAR,"MF,DF",Leverkusen,23-231,2000,2.9,17,5.80,15,0,1,1,0,0,3,1.02,3,0,0,0,0,0,Matches
Felix Agu,de GER,"MF,DF",Werder Bremen,24-091,1999,2.2,4,1.83,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ludovic Ajorque,fr FRA,FW,Mainz 05,29-305,1994,9.8,21,2.15,17,1,0,1,2,0,0,0.00,0,0,0,0,0,0,Matches
Kevin Akpoguma,ng NGA,DF,Hoffenheim,28-252,1995,6.4,6,0.93,4,0,1,0,1,0,1,0.16,1,0,0,0,0,0,Matches
Faride Alidou,de GER,"FW,MF",Köln,22-162,2001,3.0,7,2.32,6,0,0,0,1,0,1,0.33,1,0,0,0,0,0,Matches
Nadiem Amiri,de GER,"MF,FW",Leverkusen,27-061,1996,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Kofi Amoako,de GER,MF,Wolfsburg,18-235,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Robert Andrich,de GER,"MF,DF",Leverkusen,29-096,1994,3.7,2,0.54,2,0,0,0,0,0,1,0.27,1,0,0,0,0,0,Matches
Waldemar Anton,de GER,DF,Stuttgart,27-160,1996,15.6,16,1.02,12,0,0,2,1,1,3,0.19,2,0,0,1,0,0,Matches
Christopher Antwi-Adjei,gh GHA,"FW,MF",Bochum,29-323,1994,7.1,22,3.10,15,5,0,2,0,0,2,0.28,2,0,0,0,0,0,Matches
Maximilian Arnold,de GER,MF,Wolfsburg,29-214,1994,10.9,23,2.12,14,8,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Arthur,br BRA,DF,Leverkusen,20-285,2003,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Takuma Asano,jp JPN,"FW,MF",Bochum,29-047,1994,13.1,38,2.91,25,0,3,4,5,1,2,0.15,1,0,0,1,0,0,Matches
Noah Atubolu,de GER,GK,Freiburg,21-216,2002,16.0,1,0.06,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Matthias Bader,de GER,"DF,MF",Darmstadt 98,26-193,1997,9.8,26,2.64,22,1,0,1,1,1,2,0.20,2,0,0,0,0,0,Matches
Ridle Baku,de GER,"DF,MF",Wolfsburg,25-263,1998,10.0,26,2.59,25,0,0,0,1,0,1,0.10,1,0,0,0,0,0,Matches
Samuel Bamba,de GER,FW,Dortmund,19-317,2004,0.5,2,3.83,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Aymen Barkok,ma MAR,"MF,FW",Mainz 05,25-220,1998,3.6,15,4.21,10,2,1,1,1,0,1,0.28,1,0,0,0,0,0,Matches
Leandro Barreiro Martins,lu LUX,MF,Mainz 05,23-358,2000,13.9,27,1.95,19,1,1,2,2,2,2,0.14,2,0,0,0,0,0,Matches
Daniel Batz,de GER,GK,Mainz 05,32-349,1991,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Maximilian Bauer,de GER,DF,Augsburg,23-321,2000,5.5,3,0.55,1,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
Elias Baum,de GER,"MF,DF",Eint Frankfurt,18-062,2005,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Oliver Baumann,de GER,GK,Hoffenheim,33-208,1990,16.0,2,0.12,1,1,0,0,0,0,1,0.06,0,1,0,0,0,0,Matches
Christoph Baumgartner,at AUT,MF,RB Leipzig,24-148,1999,6.9,26,3.77,14,0,3,4,4,1,2,0.29,0,0,0,1,1,0,Matches
Ihlas Bebou,tg TOG,"FW,DF",Hoffenheim,29-248,1994,8.0,20,2.50,12,0,3,3,2,0,3,0.37,0,0,2,0,1,0,Matches
Adrian Beck,de GER,MF,Heidenheim,26-201,1997,6.3,19,3.02,13,0,2,3,0,1,3,0.48,2,0,0,1,0,0,Matches
Sheraldo Becker,sr SUR,"FW,MF",Union Berlin,28-321,1995,7.2,28,3.91,22,0,2,2,2,0,4,0.56,2,0,0,1,1,0,Matches
Kevin Behrens,de GER,FW,Union Berlin,32-327,1991,12.1,32,2.65,23,0,0,2,6,1,2,0.17,1,0,0,0,1,0,Matches
Maximilian Beier,de GER,FW,Hoffenheim,21-071,2002,10.5,27,2.57,11,0,3,5,8,0,5,0.48,0,0,1,2,2,0,Matches
Stefan Bell,de GER,DF,Mainz 05,32-125,1991,7.4,5,0.68,5,0,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
Ramy Bensebaini,dz ALG,DF,Dortmund,28-255,1995,11.1,26,2.34,16,2,2,2,4,0,3,0.27,3,0,0,0,0,0,Matches
Mergim Berisha,de GER,FW,Hoffenheim,25-230,1998,1.6,4,2.48,2,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Mergim Berisha,de GER,FW,Augsburg,25-230,1998,1.4,5,3.69,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Bernardo,br BRA,DF,Bochum,28-227,1995,16.0,18,1.13,14,0,0,2,2,0,2,0.13,1,0,0,1,0,0,Matches
Matúš Bero,sk SVK,"MF,FW",Bochum,28-112,1995,6.4,13,2.02,8,0,0,2,2,1,1,0.16,0,0,0,0,1,0,Matches
Jan-Niklas Beste,de GER,"FW,MF",Heidenheim,24-357,1999,13.0,56,4.30,17,31,1,3,4,0,13,1.00,4,6,0,1,2,0,Matches
Tom Bischof,de GER,"MF,FW",Hoffenheim,18-182,2005,1.6,5,3.06,2,2,0,1,0,0,1,0.61,1,0,0,0,0,0,Matches
Leonardo Bittencourt,de GER,MF,Werder Bremen,30-008,1993,8.4,15,1.79,14,0,0,1,0,0,1,0.12,1,0,0,0,0,0,Matches
Janis Blaswich,de GER,GK,RB Leipzig,32-239,1991,16.0,2,0.12,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Victor Boniface,ng NGA,FW,Leverkusen,23-004,2000,14.2,51,3.59,24,0,20,3,3,1,12,0.85,7,0,3,1,1,0,Matches
Leonardo Bonucci,it ITA,DF,Union Berlin,36-240,1987,5.1,4,0.78,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Yvandro Borges Sanches,lu LUX,"MF,FW",M'Gladbach,19-217,2004,0.2,1,5.00,0,0,0,0,1,0,1,5.00,0,0,0,0,1,0,Matches
Sebastiaan Bornauw,be BEL,DF,Wolfsburg,24-280,1999,5.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rafael Borré,co COL,FW,Werder Bremen,28-103,1995,9.2,19,2.06,17,0,0,1,1,0,2,0.22,1,0,0,0,1,0,Matches
Julian Brandt,de GER,"MF,FW",Dortmund,27-239,1996,13.5,77,5.71,42,27,5,2,0,1,8,0.59,5,2,1,0,0,0,Matches
Tim Breithaupt,de GER,MF,Augsburg,21-323,2002,2.9,3,1.05,3,0,0,0,0,0,1,0.35,1,0,0,0,0,0,Matches
Maximilian Breunig,de GER,FW,Freiburg,23-135,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
John Brooks,us USA,DF,Hoffenheim,30-333,1993,12.0,6,0.50,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Moritz Broschinski,de GER,"FW,MF",Bochum,23-095,2000,3.4,2,0.59,2,0,0,0,0,0,1,0.30,1,0,0,0,0,0,Matches
Alexander Brunst,de GER,GK,Darmstadt 98,28-173,1995,1.0,1,1.00,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Marius Bülter,de GER,"DF,FW",Hoffenheim,30-273,1993,8.7,29,3.33,23,0,1,3,2,0,4,0.46,4,0,0,0,0,0,Matches
Jonathan Burkardt,de GER,"MF,FW",Mainz 05,23-169,2000,2.1,3,1.45,0,0,0,2,1,0,0,0.00,0,0,0,0,0,0,Matches
Oliver Burke,sct SCO,FW,Werder Bremen,26-264,1997,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Marnon Busch,de GER,DF,Heidenheim,29-019,1994,3.2,7,2.21,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Aurélio Buta,pt POR,"DF,MF",Eint Frankfurt,26-320,1997,10.5,22,2.10,19,0,1,2,0,0,3,0.29,2,0,0,1,0,0,Matches
Jamie Bynoe-Gittens,eng ENG,"FW,DF",Dortmund,19-141,2004,4.4,20,4.53,15,0,4,0,1,0,2,0.45,2,0,0,0,0,0,Matches
Anthony Caci,fr FRA,DF,Mainz 05,26-179,1997,12.8,17,1.33,12,2,1,1,1,0,1,0.08,1,0,0,0,0,0,Matches
Emre Can,de GER,MF,Dortmund,29-349,1994,10.6,26,2.45,22,1,0,1,1,1,3,0.28,3,0,0,0,0,0,Matches
Irvin Cardona,fr FRA,"MF,DF",Augsburg,26-141,1997,0.6,1,1.67,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rasmus Carstensen,dk DEN,"DF,FW",Köln,23-077,2000,11.7,26,2.21,20,2,3,1,0,0,2,0.17,1,0,1,0,0,0,Matches
Fabio Carvalho,pt POR,MF,RB Leipzig,21-119,2002,1.8,4,2.18,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Koen Casteels,be BEL,GK,Wolfsburg,31-185,1992,13.0,2,0.15,2,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
Václav Černý,cz CZE,"FW,MF",Wolfsburg,26-071,1997,6.1,21,3.46,19,1,1,0,0,0,2,0.33,2,0,0,0,0,0,Matches
Julian Chabot,de GER,DF,Köln,25-318,1998,13.4,12,0.89,9,0,0,2,1,0,1,0.07,0,0,0,1,0,0,Matches
Fares Chaïbi,dz ALG,"MF,FW",Eint Frankfurt,21-029,2002,10.4,35,3.35,20,10,0,4,1,0,7,0.67,5,0,0,2,0,0,Matches
Fabio Chiarodia,it ITA,"DF,MF",M'Gladbach,18-205,2005,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Kingsley Coman,fr FRA,FW,Bayern Munich,27-197,1996,9.3,51,5.50,41,0,6,2,2,0,7,0.75,6,0,0,1,0,0,Matches
Bambasé Conté,de GER,"FW,MF",Hoffenheim,20-173,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Danny da Costa,de GER,DF,Mainz 05,30-167,1993,8.1,15,1.85,12,2,1,0,0,0,1,0.12,1,0,0,0,0,0,Matches
Nicolas Cozza,fr FRA,DF,Wolfsburg,24-353,1999,2.4,4,1.69,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Tomáš Čvančara,cz CZE,FW,M'Gladbach,23-136,2000,7.1,13,1.83,7,0,1,5,0,0,2,0.28,1,0,0,1,0,0,Matches
Finn Dahmen,de GER,GK,Augsburg,25-275,1998,16.0,4,0.25,1,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Lukas Daschner,de GER,"MF,FW",Bochum,25-087,1998,3.4,12,3.56,8,1,1,0,2,0,2,0.59,2,0,0,0,0,0,Matches
David Datro Fofana,ci CIV,"FW,MF",Union Berlin,21-005,2002,7.6,28,3.70,14,1,6,7,0,0,2,0.26,2,0,0,0,0,0,Matches
Alphonso Davies,ca CAN,DF,Bayern Munich,23-055,2000,12.1,44,3.65,37,1,2,1,2,1,8,0.66,5,1,1,0,1,0,Matches
Olivier Deman,be BEL,DF,Werder Bremen,23-265,2000,9.2,20,2.18,16,1,2,0,1,0,1,0.11,1,0,0,0,0,0,Matches
Ermedin Demirović,ba BIH,"MF,FW",Augsburg,25-277,1998,15.4,33,2.15,22,0,3,4,4,0,6,0.39,5,0,1,0,0,0,Matches
Sepp van den Berg,nl NED,DF,Mainz 05,22-007,2001,13.5,8,0.59,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Florian Dietz,de GER,FW,Köln,25-146,1998,0.5,1,2.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Junior Dina Ebimbe,fr FRA,"MF,DF",Eint Frankfurt,23-036,2000,10.6,24,2.26,18,0,3,3,0,0,1,0.09,1,0,0,0,0,0,Matches
Eren Dinkçi,de GER,"FW,MF",Heidenheim,22-014,2001,13.4,41,3.07,28,3,3,2,5,0,4,0.30,3,0,1,0,0,0,Matches
Ritsu Doan,jp JPN,"MF,FW",Freiburg,25-194,1998,11.8,35,2.97,19,7,4,1,4,0,2,0.17,1,0,0,0,1,0,Matches
Danilho Doekhi,nl NED,DF,Union Berlin,25-180,1998,8.0,8,1.00,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Niklas Dorsch,de GER,MF,Augsburg,25-346,1998,11.7,13,1.11,9,0,1,2,1,0,1,0.09,1,0,0,0,0,0,Matches
Nikola Dovedan,at AUT,"MF,FW",Heidenheim,29-174,1994,2.7,9,3.40,6,0,0,2,1,0,0,0.00,0,0,0,0,0,0,Matches
Damion Downs,de GER,"FW,MF",Köln,19-174,2004,0.3,1,3.75,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Dion Drena Beljo,hr CRO,"FW,MF",Augsburg,21-301,2002,4.3,13,2.99,7,0,2,1,3,0,2,0.46,1,0,0,1,0,0,Matches
Marvin Ducksch,de GER,FW,Werder Bremen,29-295,1994,14.1,46,3.26,24,15,3,2,1,1,7,0.50,4,1,0,1,1,0,Matches
Maximilian Eggestein,de GER,MF,Freiburg,27-019,1996,15.5,31,2.01,25,0,2,4,0,0,0,0.00,0,0,0,0,0,0,Matches
Lilian Egloff,de GER,"MF,DF",Stuttgart,21-129,2002,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Nico Elvedi,ch SUI,DF,M'Gladbach,27-088,1996,11.9,11,0.93,10,0,0,1,0,0,1,0.08,1,0,0,0,0,0,Matches
Arne Engels,be BEL,"MF,DF",Augsburg,20-110,2003,7.6,27,3.54,18,6,0,1,2,0,5,0.66,3,0,0,0,2,0,Matches
Ohis Felix Uduokhai,de GER,DF,Augsburg,26-109,1997,14.5,4,0.28,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Edimilson Fernandes,ch SUI,DF,Mainz 05,27-256,1996,9.7,26,2.67,12,11,0,2,0,1,2,0.21,1,1,0,0,0,0,Matches
Nacho Ferri,es ESP,"FW,MF",Eint Frankfurt,19-083,2004,0.6,2,3.40,1,0,0,1,0,0,1,1.70,1,0,0,0,0,0,Matches
Max Finkgräfe,de GER,"DF,MF",Köln,19-275,2004,3.1,8,2.60,5,1,1,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Jonas Föhrenbach,de GER,DF,Heidenheim,27-335,1996,14.1,23,1.63,20,0,1,1,1,0,2,0.14,2,0,0,0,0,0,Matches
Emil Forsberg,se SWE,"MF,FW",RB Leipzig,32-065,1991,5.2,16,3.10,11,2,0,3,0,0,4,0.78,3,0,0,1,0,0,Matches
Philipp Förster,de GER,"MF,FW",Bochum,28-326,1995,2.4,11,4.67,4,6,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Bartol Franjić,hr CRO,MF,Darmstadt 98,23-347,2000,6.0,7,1.17,7,0,0,0,0,0,2,0.33,2,0,0,0,0,0,Matches
Marco Friedl,at AUT,DF,Werder Bremen,25-286,1998,11.4,2,0.18,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Marvin Friedrich,de GER,DF,M'Gladbach,28-014,1995,5.4,5,0.92,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jeremie Frimpong,nl NED,DF,Leverkusen,23-017,2000,14.6,45,3.08,32,0,10,2,1,0,6,0.41,5,0,1,0,0,0,Matches
Chris Führich,de GER,"FW,MF",Stuttgart,25-352,1998,13.9,75,5.40,48,9,8,8,1,1,12,0.86,9,1,2,0,0,0,Matches
Niclas Füllkrug,de GER,FW,Werder Bremen,30-321,1993,2.0,7,3.50,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Niclas Füllkrug,de GER,FW,Dortmund,30-321,1993,11.2,25,2.23,23,0,0,2,0,0,6,0.54,5,0,0,1,0,0,Matches
Cristian Gamboa,cr CRC,DF,Bochum,34-064,1989,10.5,15,1.43,11,2,0,2,0,0,2,0.19,1,1,0,0,0,0,Matches
Yannick Gerhardt,de GER,"MF,FW",Wolfsburg,29-289,1994,7.7,14,1.81,12,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
Anwar El Ghazi,nl NED,"MF,DF",Mainz 05,28-238,1995,0.6,4,6.67,2,0,2,0,0,0,1,1.67,1,0,0,0,0,0,Matches
Benedikt Gimber,de GER,DF,Heidenheim,26-311,1997,6.7,3,0.45,3,0,0,0,0,0,1,0.15,1,0,0,0,0,0,Matches
Matthias Ginter,de GER,DF,Freiburg,29-342,1994,14.3,22,1.54,17,1,0,1,2,1,3,0.21,2,0,0,0,0,1,Matches
Klaus Gjasula,al ALB,"DF,MF",Darmstadt 98,34-013,1989,7.0,8,1.14,7,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Serge Gnabry,de GER,"FW,MF",Bayern Munich,28-166,1995,2.5,11,4.38,7,0,0,4,0,0,0,0.00,0,0,0,0,0,0,Matches
Leon Goretzka,de GER,MF,Bayern Munich,28-324,1995,9.2,22,2.39,19,1,0,0,1,1,2,0.22,2,0,0,0,0,0,Matches
Robin Gosens,de GER,"DF,MF",Union Berlin,29-175,1994,10.6,27,2.55,21,1,1,1,0,3,4,0.38,2,0,1,0,0,1,Matches
Mario Götze,de GER,"MF,FW",Eint Frankfurt,31-207,1992,8.7,29,3.34,22,6,0,0,1,0,3,0.35,3,0,0,0,0,0,Matches
Jeffrey Gouweleeuw,nl NED,DF,Augsburg,32-170,1991,12.0,15,1.25,14,0,0,1,0,0,1,0.08,1,0,0,0,0,0,Matches
Jens Grahl,de GER,GK,Eint Frankfurt,35-096,1988,1.0,1,1.00,1,0,0,0,0,0,1,1.00,1,0,0,0,0,0,Matches
Ryan Gravenberch,nl NED,FW,Bayern Munich,21-225,2002,0.1,3,27.00,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Michael Gregoritsch,at AUT,FW,Freiburg,29-253,1994,6.4,20,3.11,13,0,1,3,2,1,2,0.31,1,0,0,1,0,0,Matches
Vincenzo Grifo,it ITA,"MF,FW",Freiburg,30-264,1993,12.2,48,3.94,29,14,2,2,1,0,7,0.57,2,3,0,1,1,0,Matches
Florian Grillitsch,at AUT,MF,Hoffenheim,28-142,1995,8.6,21,2.45,14,0,1,4,0,2,3,0.35,2,0,0,1,0,0,Matches
Álex Grimaldo,es ESP,DF,Leverkusen,28-098,1995,15.9,47,2.95,29,10,3,3,2,0,12,0.75,5,2,1,2,2,0,Matches
Christian Groß,de GER,"MF,DF",Werder Bremen,34-322,1989,5.1,3,0.59,3,0,0,0,0,0,1,0.20,1,0,0,0,0,0,Matches
Brajan Gruda,de GER,"MF,FW",Mainz 05,19-210,2004,8.9,54,6.07,32,8,4,4,6,0,1,0.11,1,0,0,0,0,0,Matches
Ilia Gruev,bg BUL,MF,Werder Bremen,23-235,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Raphaël Guerreiro,pt POR,"MF,DF",Bayern Munich,30-005,1993,3.3,4,1.20,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Josuha Guilavogui,fr FRA,DF,Mainz 05,33-099,1990,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Serhou Guirassy,gn GUI,FW,Stuttgart,27-290,1996,11.7,43,3.67,33,0,5,1,4,0,8,0.68,2,0,4,0,2,0,Matches
Manuel Gulde,de GER,DF,Freiburg,32-318,1991,8.0,7,0.88,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Robert Gumny,pl POL,DF,Augsburg,25-206,1998,5.1,11,2.15,6,2,1,2,0,0,3,0.59,3,0,0,0,0,0,Matches
Christian Günter,de GER,DF,Freiburg,30-302,1993,1.0,5,5.06,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Janik Haberer,de GER,MF,Union Berlin,29-269,1994,8.6,17,1.98,16,0,0,0,1,0,1,0.12,1,0,0,0,0,0,Matches
Robin Hack,de GER,"MF,FW",M'Gladbach,25-122,1998,3.7,12,3.22,8,1,2,1,0,0,2,0.54,2,0,0,0,0,0,Matches
Amadou Haidara,ml MLI,MF,RB Leipzig,25-330,1998,7.1,24,3.39,22,0,0,0,1,1,2,0.28,1,0,0,0,1,0,Matches
Sébastien Haller,ci CIV,FW,Dortmund,29-188,1994,4.0,10,2.53,9,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Andreas Hanche-Olsen,no NOR,DF,Mainz 05,26-344,1997,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Genki Haraguchi,jp JPN,MF,Stuttgart,32-232,1991,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
