,ID,Name,season,Points
1173,2553,Noah Katterbach,2022,712.0
1174,2553,Noah Katterbach,2021,-7.0
1175,2553,Noah Katterbach,2020,902.0
1176,2553,Noah Katterbach,2019,1094.0
1178,3339,Thomas Leon Keller,2022,55.0
1179,3339,Thomas Leon Keller,2021,1115.0
1180,3339,Thomas Leon Keller,2023,29.0
1181,1464,Tobias Kempe,2022,2730.0
1182,1464,Tobias Kempe,2021,4025.0
1184,1464,Tobias Kempe,2015,1200.0
1185,1464,Tobias Kempe,2023,803.0
1187,1868,Naby Keita,2017,3030.0
1188,1868,Naby Keita,2016,4232.0
1189,1868,Naby Keita,2023,37.0
1190,2764,Yannik Keitel,2022,581.0
1191,2764,Yannik Keitel,2021,258.0
1192,2764,Yannik Keitel,2020,350.0
1193,2764,Yannik Keitel,2019,138.0
1194,2764,Yannik Keitel,2023,167.0
1195,6668,Min-Jae Kim,2023,2027.0
1196,849,Tim Kleindienst,2022,5132.0
1197,849,Tim Kleindienst,2021,2935.0
1198,849,Tim Kleindienst,2019,0.0
1199,849,Tim Kleindienst,2018,60.0
1200,849,Tim Kleindienst,2023,1450.0
1201,2349,Luca Kilian,2022,811.0
1202,2349,Luca Kilian,2021,1838.0
1203,2349,Luca Kilian,2020,249.0
1204,2349,Luca Kilian,2019,868.0
1205,2349,Luca Kilian,2023,156.0
1206,51,Rani Khedira,2022,2287.0
1207,51,Rani Khedira,2021,1914.0
1208,51,Rani Khedira,2020,1103.0
1209,51,Rani Khedira,2019,1739.0
1210,51,Rani Khedira,2023,117.0
1211,623,Robin Knoche,2022,3138.0
1212,623,Robin Knoche,2021,2775.0
1213,623,Robin Knoche,2020,2640.0
1214,623,Robin Knoche,2019,1680.0
1215,623,Robin Knoche,2023,534.0
1216,1685,Joshua Kimmich,2022,5388.0
1217,1685,Joshua Kimmich,2021,5148.0
1218,1685,Joshua Kimmich,2020,4780.0
1219,1685,Joshua Kimmich,2019,5297.0
1220,1685,Joshua Kimmich,2023,1712.0
1221,2918,Christoph Klarer,2022,2470.0
1222,2918,Christoph Klarer,2021,2106.0
1223,2918,Christoph Klarer,2023,702.0
1225,1829,Niklas Klinger,2020,0.0
1226,1829,Niklas Klinger,2019,0.0
1229,2863,Ansgar Knauff,2022,1016.0
1230,2863,Ansgar Knauff,2021,815.0
1231,2863,Ansgar Knauff,2020,255.0
1232,2863,Ansgar Knauff,2023,610.0
1233,1333,Lukas Klostermann,2022,942.0
1234,1333,Lukas Klostermann,2021,1749.0
1235,1333,Lukas Klostermann,2020,1850.0
1236,1333,Lukas Klostermann,2019,3453.0
1237,1333,Lukas Klostermann,2023,1073.0
1238,1873,Gregor Kobel,2022,3010.0
1239,1873,Gregor Kobel,2021,2577.0
1240,1873,Gregor Kobel,2020,2760.0
1242,1873,Gregor Kobel,2023,1613.0
1246,3011,Emmanuel Kouadio Koné,2022,2195.0
1247,3011,Emmanuel Kouadio Koné,2021,2161.0
1248,3011,Emmanuel Kouadio Koné,2023,354.0
1249,60,Dominik Kohr,2022,2067.0
1250,60,Dominik Kohr,2021,1306.0
1251,60,Dominik Kohr,2020,1676.0
1252,60,Dominik Kohr,2019,1589.0
1253,60,Dominik Kohr,2023,705.0
1255,2144,Robin Koch,2019,2486.0
1256,2144,Robin Koch,2018,1653.0
1257,2144,Robin Koch,2017,1670.0
1258,2144,Robin Koch,2023,1331.0
1260,3079,Odilon Kossounou,2022,1472.0
1261,3079,Odilon Kossounou,2021,1739.0
1262,3079,Odilon Kossounou,2023,1833.0
1263,4253,Alex Král,2022,1324.0
1264,4253,Alex Král,2023,278.0
1265,2375,Dawid Kownacki,2022,3756.0
1266,2375,Dawid Kownacki,2021,-59.0
1267,2375,Dawid Kownacki,2019,402.0
1268,2375,Dawid Kownacki,2018,789.0
1269,2375,Dawid Kownacki,2023,60.0
1270,1815,Andrej Kramaric,2022,2648.0
1271,1815,Andrej Kramaric,2021,3232.0
1272,1815,Andrej Kramaric,2020,4147.0
1273,1815,Andrej Kramaric,2019,2473.0
1274,1815,Andrej Kramaric,2023,1613.0
1275,2727,Tomás Koubek,2022,1162.0
1277,2727,Tomás Koubek,2020,0.0
1278,2727,Tomás Koubek,2019,1750.0
1280,6748,Frans Krätzig,2023,162.0
1281,8,Christoph Kramer,2022,1512.0
1282,8,Christoph Kramer,2021,508.0
1283,8,Christoph Kramer,2020,1908.0
1284,8,Christoph Kramer,2019,1401.0
1285,8,Christoph Kramer,2023,135.0
1287,2358,Tom Krauß,2021,2755.0
1288,2358,Tom Krauß,2022,1733.0
1289,2358,Tom Krauß,2019,20.0
1290,2358,Tom Krauß,2023,514.0
1291,7243,Lovro Majer,2023,1033.0
1293,2201,Linton Maina,2021,1765.0
1294,2201,Linton Maina,2022,1914.0
1296,2201,Linton Maina,2023,656.0
1297,1257,Lukas Kübler,2022,1771.0
1298,1257,Lukas Kübler,2021,2309.0
1299,1257,Lukas Kübler,2020,689.0
1300,1257,Lukas Kübler,2019,177.0
1301,1257,Lukas Kübler,2023,663.0
1302,841,Patrick Mainka,2022,3974.0
1303,841,Patrick Mainka,2021,3446.0
1306,841,Patrick Mainka,2023,1589.0
1307,3087,Donyell Malen,2022,3095.0
1308,3087,Donyell Malen,2021,2290.0
1309,3087,Donyell Malen,2023,1474.0
1310,3238,Braydon Marvin Manu,2022,2089.0
1311,3238,Braydon Marvin Manu,2021,1331.0
1312,3238,Braydon Marvin Manu,2023,-9.0
1313,2399,Lennard Maloney,2022,2465.0
1315,2399,Lennard Maloney,2021,46.0
1317,2399,Lennard Maloney,2023,797.0
1318,7215,Jordy Makengo,2023,420.0
1319,2792,Omar Marmoush,2022,1509.0
1320,2792,Omar Marmoush,2021,1615.0
1321,2792,Omar Marmoush,2020,2.0
1322,2792,Omar Marmoush,2019,10.0
1323,2792,Omar Marmoush,2023,1500.0
1324,1217,Philipp Max,2022,701.0
1326,1217,Philipp Max,2019,3403.0
1327,1217,Philipp Max,2018,2753.0
1328,1217,Philipp Max,2023,702.0
1329,4630,Nathanaël Mbuku,2022,-27.0
1330,4630,Nathanaël Mbuku,2023,2.0
1331,2994,Erhan Mašović,2022,1763.0
1332,2994,Erhan Mašović,2021,1218.0
1333,2994,Erhan Mašović,2023,524.0
1334,4579,Noah Mbamba,2022,-15.0
1335,4579,Noah Mbamba,2023,134.0
1336,2702,Eric Martel,2022,1764.0
1337,2702,Eric Martel,2020,0.0
1339,2702,Eric Martel,2023,861.0
1341,2546,Roberto Massimo,2021,605.0
1342,2546,Roberto Massimo,2020,531.0
1344,2546,Roberto Massimo,2023,28.0
1345,3477,Noussair Mazraoui,2022,1898.0
1346,3477,Noussair Mazraoui,2023,1526.0
1348,2639,Kevin Mbabu,2021,1034.0
1349,2639,Kevin Mbabu,2020,1895.0
1350,2639,Kevin Mbabu,2019,2247.0
1351,2639,Kevin Mbabu,2023,404.0
1352,2287,Gonçalo Mendes Paciência,2022,424.0
1354,2287,Gonçalo Mendes Paciência,2021,562.0
1355,2287,Gonçalo Mendes Paciência,2020,268.0
1356,2287,Gonçalo Mendes Paciência,2023,571.0
1357,3130,Enzo Millot,2022,704.0
1358,3130,Enzo Millot,2021,40.0
1359,3130,Enzo Millot,2023,1556.0
1360,2835,Thomas Meunier,2022,666.0
1361,2835,Thomas Meunier,2021,1898.0
1362,2835,Thomas Meunier,2020,1796.0
1363,2835,Thomas Meunier,2023,150.0
1364,2489,Marvin Mehlem,2022,2788.0
1365,2489,Marvin Mehlem,2021,1187.0
1367,2489,Marvin Mehlem,2023,992.0
1369,2148,Alexander Meyer,2021,2346.0
1370,2148,Alexander Meyer,2022,637.0
1372,2148,Alexander Meyer,2023,71.0
1373,168,Sven Michel,2021,2800.0
1374,168,Sven Michel,2022,652.0
1375,168,Sven Michel,2021,525.0
1377,168,Sven Michel,2023,322.0
1380,2665,Mateu Morey,2020,957.0
1381,2665,Mateu Morey,2019,265.0
1383,6171,Jovan Milosevic,2023,34.0
1384,1664,Maximilian Mittelstädt,2022,590.0
1385,1664,Maximilian Mittelstädt,2021,1494.0
1386,1664,Maximilian Mittelstädt,2020,1557.0
1387,1664,Maximilian Mittelstädt,2019,2375.0
1388,1664,Maximilian Mittelstädt,2023,1249.0
1389,3249,Jan Schöppner,2022,2258.0
1390,3249,Jan Schöppner,2021,1989.0
1391,3249,Jan Schöppner,2023,666.0
1392,1253,Fabian Schnellhardt,2022,2091.0
1393,1253,Fabian Schnellhardt,2021,1114.0
1396,1253,Fabian Schnellhardt,2023,137.0
1397,1580,Marvin Schwäbe,2022,2267.0
1398,1580,Marvin Schwäbe,2021,1836.0
1399,1580,Marvin Schwäbe,2014,0.0
1400,1580,Marvin Schwäbe,2023,1419.0
1402,620,Alexander Schwolow,2022,1578.0
1403,620,Alexander Schwolow,2021,1621.0
1404,620,Alexander Schwolow,2020,2090.0
1405,620,Alexander Schwolow,2019,1964.0
1406,620,Alexander Schwolow,2018,2851.0
1408,6176,Nicolas Seiwald,2023,75.0
1409,1183,Davie Selke,2022,1234.0
1410,1183,Davie Selke,2021,687.0
1411,1183,Davie Selke,2020,500.0
1412,1183,Davie Selke,2019,602.0
1413,1183,Davie Selke,2023,719.0
1414,1266,Marcel Schuhen,2022,3754.0
1415,1266,Marcel Schuhen,2021,3267.0
1418,1266,Marcel Schuhen,2023,1355.0
1419,6177,Benjamin Sesko,2023,647.0
1420,2690,Tim Siersleben,2022,2609.0
1421,2690,Tim Siersleben,2021,610.0
1422,2690,Tim Siersleben,2020,18.0
1424,2690,Tim Siersleben,2023,525.0
1425,2822,Silas Katompa Mvumpa,2022,1566.0
1426,2822,Silas Katompa Mvumpa,2021,-20.0
1427,2822,Silas Katompa Mvumpa,2020,2683.0
1428,2822,Silas Katompa Mvumpa,2023,975.0
1429,2551,Kevin Sessa,2022,2117.0
1430,2551,Kevin Sessa,2021,1228.0
1432,2551,Kevin Sessa,2023,117.0
1433,3454,Theoson-Jordan Siebatcheu,2022,1403.0
1434,3454,Theoson-Jordan Siebatcheu,2023,585.0
1435,1975,Aaron Seydel,2022,209.0
1436,1975,Aaron Seydel,2021,1303.0
1438,1975,Aaron Seydel,2016,137.0
1439,1975,Aaron Seydel,2023,116.0
1442,3001,Mohamed Simakan,2022,1774.0
1443,3001,Mohamed Simakan,2021,2285.0
1444,3001,Mohamed Simakan,2023,1715.0
1445,6672,Xavi Simons,2023,2406.0
1446,2946,Kiliann Sildillia,2022,1515.0
1447,2946,Kiliann Sildillia,2021,96.0
1448,2946,Kiliann Sildillia,2020,0.0
1449,2946,Kiliann Sildillia,2023,960.0
1450,2717,Robert Skov,2022,1396.0
1451,2717,Robert Skov,2021,326.0
1452,2717,Robert Skov,2020,968.0
1453,2717,Robert Skov,2019,3544.0
1454,2717,Robert Skov,2023,1149.0
1456,2491,Tim Skarke,2021,1817.0
1457,2491,Tim Skarke,2022,457.0
1459,2491,Tim Skarke,2023,1176.0
1460,3457,Hrvoje Smolčić,2022,592.0
1461,3457,Hrvoje Smolčić,2023,410.0
1462,2718,Ellyes Skhiri,2022,3395.0
1463,2718,Ellyes Skhiri,2021,2175.0
1464,2718,Ellyes Skhiri,2020,2615.0
1465,2718,Ellyes Skhiri,2019,2559.0
1466,2718,Ellyes Skhiri,2023,1388.0
1467,1544,Danilo Soares,2022,1184.0
1468,1544,Danilo Soares,2021,2492.0
1469,1544,Danilo Soares,2016,0.0
1470,1544,Danilo Soares,2015,59.0
1471,1544,Danilo Soares,2023,221.0
1472,2987,Anton Stach,2022,2117.0
1473,2987,Anton Stach,2021,2393.0
1474,2987,Anton Stach,2023,1427.0
1475,3481,Jens Stage,2022,1448.0
1476,3481,Jens Stage,2023,1236.0
1477,3167,Mathias Flaga Olesen,2022,199.0
1478,3167,Mathias Flaga Olesen,2021,38.0
1479,3167,Mathias Flaga Olesen,2023,-51.0
1480,2494,Masaya Okugawa,2022,2142.0
1482,2494,Masaya Okugawa,2021,1796.0
1483,2494,Masaya Okugawa,2020,690.0
1484,2494,Masaya Okugawa,2023,27.0
1485,2776,Dani Olmo,2022,2206.0
1486,2776,Dani Olmo,2021,1285.0
1487,2776,Dani Olmo,2020,3887.0
1488,2776,Dani Olmo,2019,1260.0
1489,2776,Dani Olmo,2023,584.0
1490,2850,Jan Jakob Olschowsky,2022,411.0
1493,1246,Willi Orban,2022,3906.0
1494,1246,Willi Orban,2021,3342.0
1495,1246,Willi Orban,2020,3782.0
1496,1246,Willi Orban,2019,1149.0
1497,1246,Willi Orban,2023,346.0
1498,6664,Loïs Openda,2023,2174.0
1499,6060,Leon Opitz,2023,-8.0
1500,1804,Karim Onisiwo,2022,2264.0
1501,1804,Karim Onisiwo,2021,2256.0
1502,1804,Karim Onisiwo,2020,1382.0
1503,1804,Karim Onisiwo,2019,1659.0
1504,1804,Karim Onisiwo,2023,439.0
1505,6184,Willian Pacho,2023,1416.0
1506,2047,Reece Oxford,2022,55.0
1507,2047,Reece Oxford,2021,2768.0
1508,2047,Reece Oxford,2020,1331.0
1509,2047,Reece Oxford,2019,89.0
1510,2047,Reece Oxford,2018,385.0
1512,1918,Salih Özcan,2022,1421.0
1513,1918,Salih Özcan,2021,2287.0
1514,1918,Salih Özcan,2020,683.0
1516,1918,Salih Özcan,2023,449.0
1517,2722,Patrick Osterhage,2022,563.0
1518,2722,Patrick Osterhage,2021,287.0
1520,2722,Patrick Osterhage,2023,641.0
1521,4590,Jonas Omlin,2022,1333.0
1522,4590,Jonas Omlin,2023,265.0
1523,3191,Kevin Paredes,2022,642.0
1524,3191,Kevin Paredes,2021,32.0
1525,3191,Kevin Paredes,2023,356.0
1526,3558,Ivan Ordets,2022,2097.0
1527,3558,Ivan Ordets,2023,555.0
1528,2893,Matondo-Merveille Papela,2022,1212.0
1530,2893,Matondo-Merveille Papela,2021,-23.0
1531,2893,Matondo-Merveille Papela,2020,-18.0
1532,2893,Matondo-Merveille Papela,2023,45.0
1533,1785,Felix Passlack,2022,164.0
1534,1785,Felix Passlack,2021,485.0
1535,1785,Felix Passlack,2020,499.0
1537,1785,Felix Passlack,2023,203.0
1538,2766,Exequiel Palacios,2022,2129.0
1539,2766,Exequiel Palacios,2021,1549.0
1540,2766,Exequiel Palacios,2020,729.0
1541,2766,Exequiel Palacios,2019,295.0
1542,2766,Exequiel Palacios,2023,2279.0
1543,2453,Leart Pacarada,2022,4400.0
1544,2453,Leart Pacarada,2021,4264.0
1546,2453,Leart Pacarada,2023,586.0
1547,3050,Antonios Papadopoulos,2022,3.0
1548,3050,Antonios Papadopoulos,2021,-17.0
1549,3050,Antonios Papadopoulos,2023,33.0
1550,6080,Aleksandar Pavlovic,2023,543.0
1551,4296,Dzenan Pejcinovic,2022,-15.0
1553,2053,Jiri Pavlenka,2021,2131.0
1554,2053,Jiri Pavlenka,2022,2988.0
1556,2053,Jiri Pavlenka,2020,2497.0
1557,2053,Jiri Pavlenka,2023,577.0
1558,2651,Mads Pedersen,2022,904.0
1559,2651,Mads Pedersen,2021,1012.0
1560,2651,Mads Pedersen,2020,383.0
1561,2651,Mads Pedersen,2019,98.0
1562,2651,Mads Pedersen,2023,829.0
1565,1158,Michael Esser,2021,226.0
1566,1158,Michael Esser,2019,0.0
1567,1158,Michael Esser,2018,3200.0
1568,1158,Michael Esser,2017,216.0
1570,4555,Arne Engels,2022,1011.0
1571,4555,Arne Engels,2023,519.0
1572,1686,Nico Elvedi,2022,2716.0
1573,1686,Nico Elvedi,2021,1911.0
1574,1686,Nico Elvedi,2020,3016.0
1575,1686,Nico Elvedi,2019,2694.0
1576,1686,Nico Elvedi,2023,1076.0
1577,7239,Max Finkgräfe,2023,93.0
1578,2526,Philipp Förster,2022,1501.0
1579,2526,Philipp Förster,2021,967.0
1580,2526,Philipp Förster,2020,1351.0
1582,2526,Philipp Förster,2023,132.0
1584,3362,Kilian Fischer,2021,1002.0
1585,3362,Kilian Fischer,2022,410.0
1587,2643,Edimilson Fernandes,2022,2167.0
1588,2643,Edimilson Fernandes,2021,204.0
1589,2643,Edimilson Fernandes,2020,736.0
1590,2643,Edimilson Fernandes,2019,1261.0
1591,2643,Edimilson Fernandes,2023,898.0
1592,6182,Nacho Ferri,2023,173.0
1593,6318,David Datro Fofana,2023,386.0
1594,668,Raphael Framberger,2022,129.0
1595,668,Raphael Framberger,2022,47.0
1596,668,Raphael Framberger,2021,576.0
1597,668,Raphael Framberger,2020,963.0
1598,668,Raphael Framberger,2019,1059.0
1600,2944,Timothy Evans Fosu-Mensah,2022,196.0
1601,2944,Timothy Evans Fosu-Mensah,2021,170.0
1602,2944,Timothy Evans Fosu-Mensah,2020,320.0
1605,2532,Philipp Pentke,2021,99.0
1606,2532,Philipp Pentke,2020,223.0
1607,2532,Philipp Pentke,2019,492.0
1609,3476,Bartol Franjic,2022,236.0
1610,3476,Bartol Franjic,2023,282.0
1611,1996,Marco Friedl,2021,3103.0
1612,1996,Marco Friedl,2022,2128.0
1614,1996,Marco Friedl,2020,2175.0
1615,1996,Marco Friedl,2023,873.0
1616,1223,Marvin Friedrich,2022,1076.0
1617,1223,Marvin Friedrich,2021,1517.0
1618,1223,Marvin Friedrich,2020,3481.0
1619,1223,Marvin Friedrich,2019,2460.0
1620,1223,Marvin Friedrich,2023,435.0
1621,1871,Jonas Föhrenbach,2022,3090.0
1622,1871,Jonas Föhrenbach,2021,1443.0
1623,1871,Jonas Föhrenbach,2016,10.0
1624,1871,Jonas Föhrenbach,2023,685.0
1625,2948,Jeremie Frimpong,2022,3423.0
1626,2948,Jeremie Frimpong,2021,2145.0
1627,2948,Jeremie Frimpong,2020,376.0
1628,2948,Jeremie Frimpong,2023,2326.0
1629,2172,Chris Führich,2022,2030.0
1630,2172,Chris Führich,2021,1935.0
1631,2172,Chris Führich,2019,0.0
1632,2172,Chris Führich,2017,119.0
1633,2172,Chris Führich,2023,2268.0
1634,608,Niclas Füllkrug,2021,4658.0
1635,608,Niclas Füllkrug,2022,3264.0
1637,608,Niclas Füllkrug,2020,1094.0
1638,608,Niclas Füllkrug,2023,1439.0
1639,2990,Cristian Gamboa,2022,620.0
1640,2990,Cristian Gamboa,2021,1450.0
1641,2990,Cristian Gamboa,2023,598.0
1642,1298,Yannick Gerhardt,2022,2153.0
1643,1298,Yannick Gerhardt,2021,1501.0
1644,1298,Yannick Gerhardt,2020,2189.0
1645,1298,Yannick Gerhardt,2019,983.0
1646,1298,Yannick Gerhardt,2023,539.0
1647,49,Matthias Ginter,2022,3766.0
1648,49,Matthias Ginter,2021,2541.0
1649,49,Matthias Ginter,2020,3618.0
1650,49,Matthias Ginter,2019,3150.0
1651,49,Matthias Ginter,2023,1362.0
1652,1990,Dennis Geiger,2022,1608.0
1653,1990,Dennis Geiger,2021,1433.0
1654,1990,Dennis Geiger,2020,539.0
1655,1990,Dennis Geiger,2019,1011.0
1656,1990,Dennis Geiger,2018,370.0
1658,1687,Benedikt Gimber,2022,1655.0
1659,1687,Benedikt Gimber,2021,2650.0
1662,1687,Benedikt Gimber,2023,760.0
1663,3140,Ilaix Moriba,2022,776.0
1664,3140,Ilaix Moriba,2021,517.0
1666,3140,Ilaix Moriba,2021,9.0
1668,2866,Youssoufa Moukoko,2022,1494.0
1669,2866,Youssoufa Moukoko,2021,325.0
1670,2866,Youssoufa Moukoko,2020,530.0
1671,2866,Youssoufa Moukoko,2023,146.0
1672,755,Kevin Müller,2022,3641.0
1673,755,Kevin Müller,2021,2962.0
1675,755,Kevin Müller,2013,0.0
1676,755,Kevin Müller,2023,1615.0
1677,2463,Klaus Gjasula,2022,1017.0
1678,2463,Klaus Gjasula,2021,1979.0
1679,2463,Klaus Gjasula,2019,1516.0
1680,2463,Klaus Gjasula,2023,359.0
1681,1910,Florian Müller,2022,1154.0
1682,1910,Florian Müller,2021,1949.0
1683,1910,Florian Müller,2020,2451.0
1684,1910,Florian Müller,2019,1044.0
1685,1910,Florian Müller,2018,1788.0
1687,3397,Andreas Müller,2022,1464.0
1688,3397,Andreas Müller,2023,70.0
1689,450,Thomas Müller,2022,3218.0
1690,450,Thomas Müller,2021,4993.0
1691,450,Thomas Müller,2020,5388.0
1692,450,Thomas Müller,2019,5295.0
1693,450,Thomas Müller,2023,1318.0
1694,2804,Jamal Musiala,2022,4579.0
1695,2804,Jamal Musiala,2021,2884.0
1696,2804,Jamal Musiala,2020,1850.0
1697,2804,Jamal Musiala,2019,23.0
1698,2804,Jamal Musiala,2023,1295.0
1699,2120,Nikolas Nartey,2022,271.0
1700,2120,Nikolas Nartey,2021,159.0
1702,2120,Nikolas Nartey,2017,-10.0
1704,2430,Jannik Müller,2022,2441.0
1705,2430,Jannik Müller,2021,537.0
1707,2430,Jannik Müller,2023,369.0
1709,2791,Jessic Ngankam,2022,502.0
1710,2791,Jessic Ngankam,2021,239.0
1711,2791,Jessic Ngankam,2020,183.0
1712,2791,Jessic Ngankam,2023,47.0
1713,2799,Luca Netz,2022,768.0
1714,2799,Luca Netz,2021,1147.0
1715,2799,Luca Netz,2020,266.0
1716,2799,Luca Netz,2019,0.0
1717,2799,Luca Netz,2023,1115.0
1719,2232,Philipp Mwene,2020,1216.0
1720,2232,Philipp Mwene,2019,283.0
1721,2232,Philipp Mwene,2018,272.0
1722,2232,Philipp Mwene,2023,546.0
1723,237,Manuel Neuer,2022,1382.0
1724,237,Manuel Neuer,2021,2733.0
1725,237,Manuel Neuer,2020,3217.0
1726,237,Manuel Neuer,2019,3464.0
1727,237,Manuel Neuer,2023,713.0
1728,2261,Florian Neuhaus,2022,1241.0
1729,2261,Florian Neuhaus,2021,2474.0
1730,2261,Florian Neuhaus,2020,3376.0
1731,2261,Florian Neuhaus,2019,2879.0
1732,2261,Florian Neuhaus,2023,843.0
1733,4419,Nathan Ngoumou,2022,405.0
1734,4419,Nathan Ngoumou,2023,584.0
1735,3228,Justin Gideon Njinmah,2022,-20.0
1736,3228,Justin Gideon Njinmah,2023,613.0
1738,1883,Moritz Nicolas,2019,30.0
1740,1883,Moritz Nicolas,2017,0.0
1741,1883,Moritz Nicolas,2023,1195.0
1742,7289,Niels Nkounkou,2023,479.0
1743,2724,Lukas Nmecha,2022,752.0
1744,2724,Lukas Nmecha,2021,1546.0
1745,2724,Lukas Nmecha,2019,18.0
1748,2977,Nahuel Noll,2020,0.0
1751,1581,Alexander Nübel,2020,46.0
1752,1581,Alexander Nübel,2019,1682.0
1753,1581,Alexander Nübel,2018,1367.0
1754,1581,Alexander Nübel,2023,1794.0
1755,4352,Stanley Nsoki,2022,852.0
1756,4352,Stanley Nsoki,2023,35.0
1757,3369,Fabian Nürnberger,2022,1565.0
1758,3369,Fabian Nürnberger,2021,1902.0
1759,3369,Fabian Nürnberger,2023,893.0
1760,3069,Felix Nmecha,2022,2441.0
1761,3069,Felix Nmecha,2021,160.0
1762,3069,Felix Nmecha,2023,772.0
1763,4318,Tim Oermann,2022,16.0
1764,4318,Tim Oermann,2023,112.0
